# Engine name: 
# Sat May 25 10:25:08 2019
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     2.7500    470.0000      0.0000      1.0000    698.4986   3284.6939     19.4040      1.1670      1.1464   1815.8942    269.6355    300.6197      1.4980      1.6615      0.9546 
     2.7500    480.0000      0.0000      1.0000    698.4986   3286.6025     19.4075      1.1671      1.1466   1816.5332    270.3415    301.1377      1.5013      1.6638      0.9548 
     2.7500    490.0000      0.0000      1.0000    698.4986   3288.4676     19.4109      1.1672      1.1468   1817.1579    271.0290    301.6428      1.5046      1.6661      0.9550 
     2.7500    500.0000      0.0000      1.0000    698.4986   3290.2910     19.4143      1.1672      1.1469   1817.7689    271.6991    302.1356      1.5077      1.6683      0.9552 
     2.7500    510.0000      0.0000      1.0000    698.4986   3292.0745     19.4175      1.1673      1.1471   1818.3669    272.3526    302.6166      1.5108      1.6704      0.9553 
     2.7500    520.0000      0.0000      1.0000    698.4986   3293.8197     19.4207      1.1674      1.1473   1818.9524    272.9901    303.0863      1.5138      1.6725      0.9555 
     2.7500    530.0000      0.0000      1.0000    698.4986   3295.5280     19.4239      1.1674      1.1475   1819.5258    273.6122    303.5451      1.5167      1.6745      0.9557 
     2.7500    540.0000      0.0000      1.0000    698.4986   3297.2009     19.4269      1.1675      1.1476   1820.0875    274.2197    303.9934      1.5196      1.6765      0.9558 
     2.7500    550.0000      0.0000      1.0000    698.4986   3298.8397     19.4299      1.1676      1.1478   1820.6382    274.8136    304.4321      1.5224      1.6785      0.9560 
     2.7500    560.0000      0.0000      1.0000    698.4986   3300.4458     19.4329      1.1676      1.1479   1821.1781    275.3941    304.8614      1.5251      1.6804      0.9561 
     2.7500    570.0000      0.0000      1.0000    698.4986   3302.0202     19.4358      1.1677      1.1481   1821.7077    275.9617    305.2816      1.5278      1.6823      0.9563 
     2.7500    580.0000      0.0000      1.0000    698.4986   3303.5641     19.4386      1.1677      1.1482   1822.2273    276.5170    305.6929      1.5304      1.6841      0.9564 
     2.7500    590.0000      0.0000      1.0000    698.4986   3305.0786     19.4414      1.1678      1.1484   1822.7373    277.0603    306.0957      1.5329      1.6859      0.9566 
     2.7500    600.0000      0.0000      1.0000    698.4986   3306.5647     19.4441      1.1679      1.1485   1823.2380    277.5922    306.4903      1.5354      1.6876      0.9567 
     2.7500    610.0000      0.0000      1.0000    698.4986   3308.0235     19.4468      1.1679      1.1487   1823.7297    278.1134    306.8773      1.5378      1.6893      0.9568 
     2.7500    620.0000      0.0000      1.0000    698.4986   3309.4557     19.4495      1.1680      1.1488   1824.2128    278.6241    307.2569      1.5402      1.6910      0.9570 
     2.7500    630.0000      0.0000      1.0000    698.4986   3310.8623     19.4521      1.1680      1.1490   1824.6875    279.1244    307.6290      1.5425      1.6926      0.9571 
     2.7500    640.0000      0.0000      1.0000    698.4986   3312.2442     19.4546      1.1681      1.1491   1825.1541    279.6151    307.9942      1.5448      1.6942      0.9573 
     2.7500    650.0000      0.0000      1.0000    698.4986   3313.6021     19.4571      1.1681      1.1492   1825.6129    280.0962    308.3526      1.5470      1.6958      0.9574 
     2.7500    660.0000      0.0000      1.0000    698.4986   3314.9367     19.4596      1.1682      1.1494   1826.0640    280.5682    308.7044      1.5492      1.6974      0.9575 
     2.7500    670.0000      0.0000      1.0000    698.4986   3316.2489     19.4620      1.1683      1.1495   1826.5078    281.0312    309.0497      1.5514      1.6989      0.9577 
     2.7500    680.0000      0.0000      1.0000    698.4986   3317.5392     19.4643      1.1683      1.1496   1826.9445    281.4857    309.3889      1.5535      1.7004      0.9578 
     2.7500    690.0000      0.0000      1.0000    698.4986   3318.8084     19.4667      1.1684      1.1498   1827.3743    281.9318    309.7221      1.5556      1.7018      0.9579 
     2.7500    700.0000      0.0000      1.0000    698.4986   3320.0570     19.4690      1.1684      1.1499   1827.7973    282.3699    310.0495      1.5576      1.7033      0.9580 
     2.7500    710.0000      0.0000      1.0000    698.4986   3321.2858     19.4712      1.1685      1.1500   1828.2138    282.8003    310.3713      1.5596      1.7047      0.9581 
     2.7500    720.0000      0.0000      1.0000    698.4986   3322.4952     19.4735      1.1685      1.1502   1828.6240    283.2231    310.6877      1.5615      1.7061      0.9583 
     2.7500    730.0000      0.0000      1.0000    698.4986   3323.6859     19.4757      1.1686      1.1503   1829.0281    283.6388    310.9989      1.5635      1.7074      0.9584 
     2.7500    740.0000      0.0000      1.0000    698.4986   3324.8582     19.4778      1.1686      1.1504   1829.4262    284.0476    311.3052      1.5654      1.7088      0.9585 
     2.7500    750.0000      0.0000      1.0000    698.4986   3326.0129     19.4800      1.1687      1.1505   1829.8185    284.4495    311.6066      1.5672      1.7101      0.9586 
     2.7500    760.0000      0.0000      1.0000    698.4986   3327.1503     19.4821      1.1687      1.1506   1830.2051    284.8448    311.9031      1.5690      1.7114      0.9587 
     2.7500    770.0000      0.0000      1.0000    698.4986   3328.2709     19.4841      1.1688      1.1507   1830.5863    285.2337    312.1949      1.5708      1.7126      0.9588 
     2.7500    780.0000      0.0000      1.0000    698.4986   3329.3751     19.4862      1.1688      1.1509   1830.9621    285.6163    312.4823      1.5726      1.7139      0.9590 
     2.7500    790.0000      0.0000      1.0000    698.4986   3330.4635     19.4882      1.1689      1.1510   1831.3327    285.9930    312.7653      1.5743      1.7151      0.9591 
     2.7500    800.0000      0.0000      1.0000    698.4986   3331.5364     19.4901      1.1689      1.1511   1831.6983    286.3639    313.0442      1.5760      1.7163      0.9592 
     2.8000    150.0000      0.0000      1.0000    701.7423   3194.6459     19.3794      1.1643      1.1346   1778.5827    224.5840    268.9111      1.2786      1.5146      0.9453 
     2.8000    160.0000      0.0000      1.0000    701.7423   3201.3104     19.3916      1.1644      1.1351   1780.7606    227.5618    270.9640      1.2936      1.5245      0.9458 
     2.8000    170.0000      0.0000      1.0000    701.7423   3207.5534     19.4030      1.1645      1.1355   1782.7995    230.3095    272.8690      1.3073      1.5336      0.9463 
     2.8000    180.0000      0.0000      1.0000    701.7423   3213.4232     19.4138      1.1646      1.1359   1784.7156    232.8550    274.6418      1.3200      1.5421      0.9467 
     2.8000    190.0000      0.0000      1.0000    701.7423   3218.9606     19.4239      1.1647      1.1364   1786.5223    235.2237    276.2981      1.3318      1.5500      0.9472 
     2.8000    200.0000      0.0000      1.0000    701.7423   3224.1999     19.4335      1.1648      1.1368   1788.2312    237.4382    277.8527      1.3427      1.5574      0.9476 
     2.8000    210.0000      0.0000      1.0000    701.7423   3229.1704     19.4426      1.1649      1.1371   1789.8519    239.5142    279.3147      1.3530      1.5643      0.9480 
     2.8000    220.0000      0.0000      1.0000    701.7423   3233.8974     19.4513      1.1649      1.1375   1791.3929    241.4671    280.6943      1.3626      1.5708      0.9483 
     2.8000    230.0000      0.0000      1.0000    701.7423   3238.4027     19.4596      1.1650      1.1378   1792.8613    243.3092    281.9991      1.3717      1.5769      0.9487 
     2.8000    240.0000      0.0000      1.0000    701.7423   3242.7054     19.4675      1.1651      1.1382   1794.2634    245.0524    283.2373      1.3802      1.5827      0.9490 
     2.8000    250.0000      0.0000      1.0000    701.7423   3246.8223     19.4751      1.1652      1.1385   1795.6048    246.7047    284.4137      1.3883      1.5882      0.9494 
     2.8000    260.0000      0.0000      1.0000    701.7423   3250.7679     19.4823      1.1652      1.1388   1796.8904    248.2749    285.5342      1.3960      1.5935      0.9497 
     2.8000    270.0000      0.0000      1.0000    701.7423   3254.5555     19.4893      1.1653      1.1391   1798.1244    249.7706    286.6040      1.4033      1.5984      0.9500 
     2.8000    280.0000      0.0000      1.0000    701.7423   3258.1966     19.4960      1.1654      1.1394   1799.3107    251.1977    287.6268      1.4102      1.6032      0.9503 
     2.8000    290.0000      0.0000      1.0000    701.7423   3261.7018     19.5025      1.1655      1.1397   1800.4527    252.5613    288.6060      1.4168      1.6077      0.9506 
     2.8000    300.0000      0.0000      1.0000    701.7423   3265.0802     19.5087      1.1655      1.1399   1801.5535    253.8659    289.5444      1.4231      1.6120      0.9509 
     2.8000    310.0000      0.0000      1.0000    701.7423   3268.3404     19.5147      1.1656      1.1402   1802.6159    255.1160    290.4450      1.4292      1.6162      0.9511 
     2.8000    320.0000      0.0000      1.0000    701.7423   3271.4900     19.5205      1.1657      1.1404   1803.6423    256.3165    291.3115      1.4350      1.6201      0.9514 
     2.8000    330.0000      0.0000      1.0000    701.7423   3274.5358     19.5261      1.1657      1.1407   1804.6350    257.4705    292.1458      1.4405      1.6239      0.9517 
     2.8000    340.0000      0.0000      1.0000    701.7423   3277.4842     19.5316      1.1658      1.1409   1805.5961    258.5808    292.9497      1.4458      1.6276      0.9519 
     2.8000    350.0000      0.0000      1.0000    701.7423   3280.3409     19.5369      1.1659      1.1412   1806.5274    259.6503    293.7251      1.4510      1.6311      0.9522 
     2.8000    360.0000      0.0000      1.0000    701.7423   3283.1112     19.5420      1.1659      1.1414   1807.4307    260.6814    294.4737      1.4559      1.6346      0.9524 
     2.8000    370.0000      0.0000      1.0000    701.7423   3285.7998     19.5470      1.1660      1.1416   1808.3075    261.6769    295.1973      1.4607      1.6378      0.9526 
     2.8000    380.0000      0.0000      1.0000    701.7423   3288.4113     19.5518      1.1661      1.1418   1809.1594    262.6388    295.8974      1.4653      1.6410      0.9528 
     2.8000    390.0000      0.0000      1.0000    701.7423   3290.9497     19.5565      1.1661      1.1420   1809.9875    263.5692    296.5755      1.4697      1.6441      0.9531 
     2.8000    400.0000      0.0000      1.0000    701.7423   3293.4187     19.5611      1.1662      1.1422   1810.7933    264.4698    297.2326      1.4740      1.6471      0.9533 
     2.8000    410.0000      0.0000      1.0000    701.7423   3295.8218     19.5655      1.1662      1.1424   1811.5777    265.3423    297.8699      1.4781      1.6499      0.9535 
     2.8000    420.0000      0.0000      1.0000    701.7423   3298.1624     19.5698      1.1663      1.1426   1812.3418    266.1889    298.4891      1.4822      1.6527      0.9537 
     2.8000    430.0000      0.0000      1.0000    701.7423   3300.4433     19.5741      1.1663      1.1428   1813.0867    267.0107    299.0911      1.4860      1.6554      0.9539 
     2.8000    440.0000      0.0000      1.0000    701.7423   3302.6674     19.5782      1.1664      1.1430   1813.8133    267.8088    299.6763      1.4898      1.6580      0.9541 
     2.8000    450.0000      0.0000      1.0000    701.7423   3304.8373     19.5822      1.1665      1.1432   1814.5223    268.5843    300.2455      1.4935      1.6606      0.9543 
     2.8000    460.0000      0.0000      1.0000    701.7423   3306.9555     19.5861      1.1665      1.1434   1815.2145    269.3383    300.7994      1.4970      1.6631      0.9544 
     2.8000    470.0000      0.0000      1.0000    701.7423   3309.0241     19.5900      1.1666      1.1436   1815.8909    270.0719    301.3389      1.5005      1.6655      0.9546 
     2.8000    480.0000      0.0000      1.0000    701.7423   3311.0454     19.5937      1.1666      1.1437   1816.5519    270.7861    301.8647      1.5039      1.6678      0.9548 
     2.8000    490.0000      0.0000      1.0000    701.7423   3313.0213     19.5974      1.1667      1.1439   1817.1982    271.4817    302.3772      1.5071      1.6701      0.9550 
     2.8000    500.0000      0.0000      1.0000    701.7423   3314.9537     19.6010      1.1667      1.1441   1817.8306    272.1598    302.8773      1.5103      1.6723      0.9551 
     2.8000    510.0000      0.0000      1.0000    701.7423   3316.8444     19.6045      1.1668      1.1442   1818.4494    272.8209    303.3654      1.5134      1.6745      0.9553 
     2.8000    520.0000      0.0000      1.0000    701.7423   3318.6949     19.6079      1.1668      1.1444   1819.0554    273.4659    303.8419      1.5165      1.6766      0.9555 
     2.8000    530.0000      0.0000      1.0000    701.7423   3320.5070     19.6113      1.1669      1.1446   1819.6489    274.0954    304.3073      1.5194      1.6787      0.9556 
     2.8000    540.0000      0.0000      1.0000    701.7423   3322.2821     19.6146      1.1669      1.1447   1820.2305    274.7102    304.7624      1.5223      1.6807      0.9558 
